label,emg_0
None,490
None,495
None,493
None,521
None,520
None,512
None,505
None,523
None,516
None,507
None,524
None,496
None,493
None,489
None,489
None,488
None,507
None,503
None,517
None,525
None,497
None,530
None,510
None,513
None,532
None,510
None,504
None,530
None,503
None,496
None,510
None,522
None,497
None,499
None,517
None,521
None,500
None,502
None,531
None,500
None,535
None,500
None,501
None,502
None,526
None,522
None,520
None,516
None,500
None,504
None,487
None,515
None,512
None,518
None,529
None,503
None,516
None,510
None,518
None,521
None,507
None,496
None,503
None,501
None,521
None,497
None,499
None,504
None,492
None,495
None,514
None,525
None,515
None,529
None,514
None,521
None,524
None,500
None,502
None,507
None,495
None,487
None,485
None,512
None,504
None,506
None,522
None,504
None,504
None,525
None,508
None,528
None,498
None,526
None,496
None,494
None,501
None,495
None,500
None,513
None,487
None,510
None,520
None,528
None,509
None,511
None,512
None,534
None,501
None,529
None,493
None,524
None,502
None,501
None,520
None,509
None,487
None,513
None,520
None,521
None,500
None,530
None,508
None,502
None,518
None,534
None,529
None,501
None,525
None,522
None,505
None,500
None,514
None,488
None,488
None,499
None,497
None,501
None,532
None,502
None,530
None,535
None,515
None,526
None,514
None,512
None,514
None,487
None,499
None,516
None,518
None,494
None,489
None,493
None,495
None,511
None,536
None,503
None,500
None,517
None,525
None,523
None,497
None,488
None,520
None,517
None,506
None,485
None,507
None,523
None,529
None,528
None,534
None,518
None,533
None,502
None,529
None,516
None,506
None,512
None,522
None,500
None,488
None,486
None,511
None,512
None,497
None,499
None,531
None,502
None,536
None,523
None,524
None,522
None,512
None,519
None,523
None,488
None,513
None,488
None,496
None,519
None,491
None,493
None,502
None,523
None,508
None,505
None,520
None,495
None,496
None,494
None,493
None,505
None,523
None,523
None,514
None,497
None,490
None,497
None,496
None,501
None,536
None,507
None,501
None,532
None,519
None,497
None,510
None,523
None,515
None,490
None,487
None,489
None,520
None,490
None,501
None,516
None,519
None,504
None,507
None,525
None,498
None,495
None,500
None,509
None,491
None,516
None,511
None,485
None,514
None,489
None,519
None,522
None,514
None,513
None,507
None,535
None,503
None,531
None,526
None,521
None,503
None,502
None,516
None,520
None,517
None,488
None,521
None,503
None,494
None,496
None,537
None,532
None,508
None,533
None,528
None,525
None,490
None,526
None,499
None,488
None,514
None,507
None,501
None,493
None,512
None,527
None,537
None,517
None,511
None,528
None,530
None,528
None,527
None,517
None,492
None,502
None,523
None,517
None,511
None,517
None,504
None,493
None,515
None,517
None,535
None,517
None,500
None,511
None,522
None,510
None,491
None,492
None,493
None,498
None,486
None,516
None,487
None,523
None,525
None,534
None,537
None,530
None,531
None,500
None,529
None,508
None,520
None,526
None,517
None,495
None,509
None,520
None,485
None,509
None,528
None,526
None,502
None,514
None,534
None,529
None,498
None,495
None,492
None,499
None,490
None,492
None,489
None,507
None,503
None,506
None,504
None,498
None,522
None,537
None,529
None,517
None,498
None,530
None,510
None,503
None,493
None,506
None,506
None,492
None,490
None,516
None,487
None,506
None,498
None,514
None,517
None,530
None,500
None,508
None,499
None,502
None,524
None,511
None,508
None,518
None,501
None,485
None,510
None,487
None,503
None,521
None,499
None,505
None,536
None,499
None,525
None,524
None,520
None,519
None,506
None,516
None,513
None,521
None,516
None,485
None,511
None,497
None,530
None,503
None,525
None,534
None,498
None,513
None,515
None,526
None,499
None,519
None,520
None,506
None,496
None,514
None,492
None,511
None,499
None,533
None,530
None,535
None,530
None,498
None,519
None,525
None,499
None,500
None,506
None,486
None,519
None,487
None,519
None,487
None,496
None,530
None,528
None,506
None,521
None,517
None,523
None,513
None,527
None,523
None,524
None,518
None,486
None,517
None,491
None,515
None,521
None,496
None,531
None,501
None,533
None,510
None,499
None,496
None,502
None,526
None,514
None,498
None,519
None,487
None,519
None,501
None,499
None,497
None,528
None,506
None,526
None,529
None,499
None,502
None,496
None,514
None,519
None,513
None,488
None,509
None,493
None,512
None,517
None,508
None,509
None,529
None,508
None,519
None,531
None,499
None,513
None,515
None,493
None,496
None,503
None,515
None,489
None,516
None,509
None,520
None,512
None,520
None,522
None,508
None,532
None,508
None,532
None,499
None,516
None,512
None,499
None,489
None,519
None,498
None,510
None,509
None,512
None,517
None,525
None,498
None,533
None,501
None,535
None,521
None,504
None,519
None,526
None,505
None,519
None,518
None,494
None,507
None,485
None,514
None,527
None,512
None,500
None,517
None,526
None,502
None,530
None,505
None,495
None,492
None,505
None,519
None,485
None,518
None,488
None,487
None,490
None,517
None,530
None,511
None,505
None,527
None,517
None,510
None,496
None,491
None,492
None,514
None,517
None,487
None,515
None,512
None,493
None,524
None,521
None,520
None,508
None,538
None,506
None,528
None,497
None,507
None,499
None,490
None,522
None,495
None,496
None,486
None,494
None,519
None,528
None,515
None,499
None,535
None,503
None,519
None,528
None,494
None,523
None,505
None,509
None,518
None,519
None,525
None,520
None,491
None,490
None,503
None,497
None,522
None,503
None,520
None,518
None,522
None,520
None,514
None,524
None,523
None,489
None,513
None,522
None,517
None,500
None,493
None,497
None,504
None,531
None,534
None,535
None,498
None,526
None,527
None,524
None,514
None,492
None,522
None,508
None,484
None,520
None,504
None,508
None,511
None,505
None,501
None,536
None,523
None,528
None,531
None,517
None,503
None,500
None,521
None,524
None,515
None,484
None,516
None,509
None,495
None,497
None,517
None,521
None,539
None,499
None,506
None,497
None,511
None,525
None,488
None,523
None,514
None,492
None,517
None,504
None,502
None,496
None,511
None,504
None,539
None,512
None,530
None,521
None,522
None,494
None,523
None,507
None,489
None,522
None,486
None,513
None,503
None,516
None,505
None,506
None,522
None,524
None,525
None,518
None,513
None,524
None,510
None,491
None,515
None,519
None,508
None,484
None,518
None,516
None,520
None,531
None,504
None,506
None,506
None,515
None,495
None,514
None,525
None,524
None,521
None,488
None,487
None,510
None,497
None,516
None,501
None,497
None,503
None,506
None,537
None,517
None,525
None,516
None,518
None,511
None,499
None,520
None,518
None,487
None,506
None,520
None,489
None,519
None,528
None,519
None,537
None,517
None,504
None,506
None,514
None,515
None,494
None,496
None,487
None,497
None,520
None,485
None,514
None,491
None,517
None,508
None,535
None,508
None,505
None,530
None,503
None,495
None,507
None,525
None,523
None,519
None,509
None,485
None,513
None,486
None,526
None,528
None,509
None,508
None,537
None,502
None,502
None,521
None,525
None,493
None,508
None,520
None,514
None,488
None,491
None,520
None,489
None,526
None,496
None,535
None,502
None,509
None,519
None,528
None,528
None,527
None,527
None,523
None,518
None,500
None,487
None,513
None,487
None,522
None,534
None,503
None,530
None,528
None,507
None,527
None,496
None,496
None,497
None,494
None,491
None,487
None,516
None,507
None,486
None,505
None,522
None,504
None,521
None,534
None,532
None,499
None,526
None,510
None,508
None,526
None,517
None,521
None,500
None,491
None,509
None,505
None,495
None,509
None,531
None,515
None,522
None,514
None,501
None,495
None,495
None,496
None,501
None,489
None,501
None,517
None,485
None,511
None,503
None,521
None,530
None,514
None,534
None,503
None,506
None,529
None,527
None,530
None,503
None,489
None,488
None,508
None,510
None,493
None,498
None,520
None,530
None,529
None,513
None,516
None,533
None,503
None,512
None,505
None,528
None,522
None,506
None,521
None,494
None,520
None,485
None,520
None,524
None,514
None,498
None,510
None,527
None,512
None,527
None,529
None,499
None,520
None,525
None,519
None,514
None,489
None,514
None,488
None,515
None,524
None,527
None,504
None,524
None,533
None,500
None,500
None,505
None,528
None,510
None,519
None,522
None,515
None,493
None,496
None,507
None,507
None,513
None,531
None,499
None,533
None,503
None,534
None,513
None,497
None,526
None,523
None,523
None,510
None,488
None,516
None,492
None,510
None,522
None,526
None,499
None,532
None,504
None,536
None,516
None,504
None,526
None,495
None,490
None,510
None,513
None,487
None,504
None,499
None,511
None,517
None,500
None,497
None,527
None,522
None,503
None,515
None,519
None,500
None,493
None,497
None,521
None,497
None,507
None,487
None,509
None,522
None,504
None,526
None,521
None,514
None,532
None,525
None,524
None,507
None,497
None,508
None,497
None,492
None,512
None,487
None,509
None,521
None,494
None,493
None,496
None,499
None,534
None,516
None,500
None,517
None,499
None,519
None,526
None,519
None,489
None,487
None,487
None,484
None,489
None,515
None,528
None,517
None,502
None,537
None,508
None,508
None,514
None,525
None,521
None,524
None,488
None,521
None,490
None,488
None,484
None,506
None,501
None,504
None,530
None,506
None,531
None,515
None,507
None,495
None,506
None,489
None,524
None,490
None,519
None,515
None,498
None,495
None,519
None,528
None,529
None,536
None,502
None,535
None,530
None,512
None,496
None,493
None,513
None,504
None,505
None,499
None,488
None,513
None,493
None,504
None,514
None,517
